"","STS_ID","STS_ID_CONSTR1","STS_ID_CONSTR2","STS_ID_WEIGHT","CONSTRUCTION_TYPE","GROWTH_RATE_FREQ","GROWTH_TYPE","AGGREGATION","THRESHOLD_PROP","THRESHOLD_COUNTRIES","SCALING","COMMENTS_construction","TITLE_STS","TITLE_STS_SHORT","UNIT_MULT","UNIT_MEASURE","DEFINITION","OWNER","SOURCE","DATA_TYPE","SQL_DOMAIN_CODE","SQL_ELEMENT_CODE","SQL_ITEM_CODE","WDINAME","COMMENTS_metadata","TOPIC","[EMPTY]"
"200","QC.PRD.CRSGRN.TN.SHP","QC.PRD.CRSGRN.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Coarse grain production per capita (tonne/cap)","Coarse grain production","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"201","QC.PRD.CRSGRN.TN.GR10","QC.PRD.CRSGRN.TN.NO","","QC.PRD.CRSGRN.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Coarse grain production annual growth (percent)","Coarse grain production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"202","QC.PRD.CRSGRN.TN.GR12","QC.PRD.CRSGRN.TN.NO","","QC.PRD.CRSGRN.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Coarse grain production annual growth (percent)","Coarse grain production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"203","QC.RHRV.CRSGRN.HA.NO","","","","",NA,"","sum",0,0,NA,"","Coarse grain harvested area (ha)","Coarse grain harvested area","","ha","See 'Coarse grain' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,1814,"","","coarse grain, production",NA
"204","QC.RHRV.CRSGRN.HA.SHW","QC.RHRV.CRSGRN.HA.NO","","","share",NA,"","sum",0,0,100,"","Coarse grain harvested area, share of world","Coarse grain harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"205","QC.RHRV.CRSGRN.HA.SHL","QC.RHRV.CRSGRN.HA.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Coarse grain harvested area, share of agricultural land","Coarse grain harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"206","QC.RHRV.CRSGRN.HA.GR10","QC.RHRV.CRSGRN.HA.NO","","QC.RHRV.CRSGRN.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Coarse grain harvested area annual growth (percent)","Coarse grain harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"207","QC.RHRV.CRSGRN.HA.GR12","QC.RHRV.CRSGRN.HA.NO","","QC.RHRV.CRSGRN.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Coarse grain harvested area annual growth (percent)","Coarse grain harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"208","QC.YIELD.CRSGRN.HG.NO","","","QC.RHRV.CRSGRN.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Coarse grain yield (hg/ha)","Coarse grain yield","","hg/ha","See 'Coarse grain' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,1814,"","","coarse grain, production",NA
"209","QC.YIELD.CRSGRN.HG.GR10","QC.YIELD.CRSGRN.HG.NO","","QC.YIELD.CRSGRN.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Coarse grain yield annual growth (percent)","Coarse grain yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"210","QC.YIELD.CRSGRN.HG.GR12","QC.YIELD.CRSGRN.HG.NO","","QC.YIELD.CRSGRN.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Coarse grain yield annual growth (percent)","Coarse grain yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","coarse grain, production",NA
"211","QC.PRD.RICE.TN.NO","","","","",NA,"","sum",0,0,NA,"","Rice (paddy) production (tonnes)","Rice production","","tonnes","See 'Rice (paddy)' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5510,27,"","","rice, production",NA
"212","QC.PRD.RICE.TN.SHP","QC.PRD.RICE.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Rice (paddy) production per capita (tonne/cap)","Rice production","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","rice, production",NA
"213","QC.PRD.RICE.TN.GR10","QC.PRD.RICE.TN.NO","","QC.PRD.RICE.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"","Rice (paddy) production annual growth (percent)","Rice production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","rice, production",NA
"214","QC.PRD.RICE.TN.GR12","QC.PRD.RICE.TN.NO","","QC.PRD.RICE.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Rice (paddy) production annual growth (percent)","Rice production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","rice, production",NA
"215","QC.RHRV.RICE.HA.NO","","","","",NA,"","sum",0,0,NA,"","Rice harvested area (ha)","Rice harvested area","","ha","See 'Rice (paddy)' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,27,"","","rice, production",NA
"216","QC.RHRV.RICE.HA.GR10","QC.RHRV.RICE.HA.NO","","QC.RHRV.RICE.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"","Rice harvested area annual growth (percent)","Rice harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","rice, production",NA
"217","QC.RHRV.RICE.HA.GR12","QC.RHRV.RICE.HA.NO","","QC.RHRV.RICE.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Rice harvested area annual growth (percent)","Rice harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","rice, production",NA
"218","QC.YIELD.RICE.HG.NO","","","QC.RHRV.RICE.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Rice yield (hg/ha)","Rice yield","","hg/ha","See 'Rice (paddy)' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,27,"","","rice, production",NA
"219","QC.YIELD.RICE.HG.GR10","QC.YIELD.RICE.HG.NO","","QC.YIELD.RICE.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"","Rice yield annual growth (percent)","Rice yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","rice, production",NA
"220","QC.YIELD.RICE.HG.GR12","QC.YIELD.RICE.HG.NO","","QC.YIELD.RICE.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Rice yield annual growth (percent)","Rice yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","rice, production",NA
"221","QC.PRD.WHT.TN.NO","","","","",NA,"","sum",0,0,NA,"","Wheat production (tonnes)","Wheat production","","tonnes","See 'Wheat' and 'Crop production.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5510,15,"","","wheat, production",NA
"222","QC.PRD.WHT.TN.SHP","QC.PRD.WHT.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Wheat production per capita (kg/cap)","Wheat production","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"223","QC.PRD.WHT.TN.SHW","QC.PRD.WHT.TN.NO","","","share",NA,"","sum",0,0,100,"","Wheat production share of world (percent)","Wheat production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"224","QC.PRD.WHT.TN.GR10","QC.PRD.WHT.TN.NO","","QC.PRD.WHT.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Wheat production annual growth (percent)","Wheat production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"225","QC.PRD.WHT.TN.GR12","QC.PRD.WHT.TN.NO","","QC.PRD.WHT.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Wheat production annual growth (percent)","Wheat production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"226","QC.RHRV.WHT.HA.NO","","","","",NA,"","sum",0,0,NA,"","Wheat harvested area (ha)","Wheat harvested area","","ha","See 'Wheat' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,15,"","","wheat, production",NA
"227","QC.RHRV.WHT.HA.SHW","QC.RHRV.WHT.HA.NO","","","share",NA,"","sum",0,0,100,"","Wheat harvested area share of world (percent)","Wheat harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"228","QC.RHRV.WHT.HA.SHL","QC.RHRV.WHT.HA.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Wheat area share of agricultural area (percent)","Wheat harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"229","QC.RHRV.WHT.HA.GR10","QC.RHRV.WHT.HA.NO","","QC.RHRV.WHT.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Wheat harvested area annual growth (percent)","Wheat harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"230","QC.RHRV.WHT.HA.GR12","QC.RHRV.WHT.HA.NO","","QC.RHRV.WHT.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Wheat harvested area annual growth (percent)","Wheat harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"231","QC.YIELD.WHT.HG.NO","","","QC.RHRV.WHT.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Wheat yield (hg/ha)","Wheat yield","","hg/ha","See 'Wheat' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,15,"","","wheat, production",NA
"232","QC.YIELD.WHT.HG.GR10","QC.YIELD.WHT.HG.NO","","QC.YIELD.WHT.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Wheat yield annual growth (percent)","Wheat yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"233","QC.YIELD.WHT.HG.GR12","QC.YIELD.WHT.HG.NO","","QC.YIELD.WHT.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Wheat yield annual growth (percent)","Wheat yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wheat, production",NA
"234","QC.PRD.OILCRPS.TN.NO","","","","",NA,"","sum",0,0,NA,"","Oil-bearing crops production (tonnes)","Oilcrop production","","tonnes","See 'Oil-bearing crops' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5510,1732,"","","oilcrops, production",NA
"235","QC.PRD.OILCRPS.TN.SHW","QC.PRD.OILCRPS.TN.NO","","","share",NA,"","sum",0,0,100,"","Oil-bearing crops production, share of world total (percent)","Oilcrop production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
"236","QC.PRD.OILCRPS.TN.SHL","QC.PRD.OILCRPS.TN.NO","RL.AREA.LAND.HA.NO","RL.AREA.LAND.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Oil-bearing crops production, share of agricultural land (percent)","Oilcrop production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
"237","QC.PRD.OILCRPS.TN.SHP","QC.PRD.OILCRPS.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Oil-bearing crops production per capita (tonne/cap)","Oilcrop production","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
"238","QC.PRD.OILCRPS.TN.GR10","QC.PRD.OILCRPS.TN.NO","","QC.PRD.OILCRPS.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Oil-bearing crops production annual growth (percent)","Oil-bearing crops production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
"239","QC.PRD.OILCRPS.TN.GR12","QC.PRD.OILCRPS.TN.NO","","QC.PRD.OILCRPS.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Oil-bearing crops production annual growth (percent)","Oil-bearing crops production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
"240","QC.RHRV.OILCRPS.HA.NO","","","","",NA,"","sum",0,0,NA,"","Oil-bearing crop harvested area, share of world total ","Oil-bearing crops harvested area","","ha","See 'Oil-bearing crops' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,1732,"","","oilcrops, production",NA
"241","QC.RHRV.OILCRPS.HA.SHW","QC.RHRV.OILCRPS.HA.NO","","","share",NA,"","sum",0,0,100,"","QC.RHRV.OILCRPS.HA.SHW","Oil-bearing crops harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
"242","QC.RHRV.OILCRPS.HA.GR10","QC.RHRV.OILCRPS.HA.NO","","QC.RHRV.OILCRPS.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Oil-bearing crop harvested area annual growth (percent)","Oil-bearing crops harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
"243","QC.RHRV.OILCRPS.HA.GR12","QC.RHRV.OILCRPS.HA.NO","","QC.RHRV.OILCRPS.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Oil-bearing crop harvested area annual growth (percent)","Oil-bearing crops harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","oilcrops, production",NA
