STS_ID,TITLE_STS,TITLE_STS_SHORT,UNIT_MULT,UNIT_MEASURE,DEFINITION,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
QC.YIELD.WHT.HG.GR10,Wheat yield annual growth (percent),Wheat yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"wheat, production"
QC.YIELD.WHT.HG.GR12,Wheat yield annual growth (percent),Wheat yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"wheat, production"
QC.PRD.OILCRPS.TN.NO,Oil-bearing crops production (tonnes),Oilcrop production,,tonnes,See 'Oil-bearing crops' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1732,,,"oilcrops, production"
QC.PRD.OILCRPS.TN.SHW,"Oil-bearing crops production, share of world total (percent)",Oilcrop production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.PRD.OILCRPS.TN.SHL,"Oil-bearing crops production, share of agricultural land (percent)",Oilcrop production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.PRD.OILCRPS.TN.SHP,Oil-bearing crops production per capita (tonne/cap),Oilcrop production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.PRD.OILCRPS.TN.GR10,Oil-bearing crops production annual growth (percent),Oil-bearing crops production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.PRD.OILCRPS.TN.GR12,Oil-bearing crops production annual growth (percent),Oil-bearing crops production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.RHRV.OILCRPS.HA.NO,"Oil-bearing crop harvested area, share of world total ",Oil-bearing crops harvested area,,ha,See 'Oil-bearing crops' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1732,,,"oilcrops, production"
QC.RHRV.OILCRPS.HA.SHW,QC.RHRV.OILCRPS.HA.SHW,Oil-bearing crops harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.RHRV.OILCRPS.HA.GR10,Oil-bearing crop harvested area annual growth (percent),Oil-bearing crops harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.RHRV.OILCRPS.HA.GR12,Oil-bearing crop harvested area annual growth (percent),Oil-bearing crops harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.YIELD.OILCRPS.HG.NO,Oil-bearing crop yield (hg/ha),Oil-bearing crops yield,,hg/ha,See 'Oil-bearing crops' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1732,,,"oilcrops, production"
QC.YIELD.OILCRPS.HG.GR10,Oil-bearing crop yield annual growth (percent),Oil-bearing crops yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.YIELD.OILCRPS.HG.GR12,Oil-bearing crop yield annual growth (percent),Oil-bearing crops yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"oilcrops, production"
QC.PRD.PULSE.TN.NO,Pulse production (tonnes),Pulses production,,tonnes,See 'Pulses' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1726,,,"pulses, production"
QC.PRD.PULSE.TN.SHP,Pulse production per capita (tonne/cap),Pulses production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pulses, production"
QC.PRD.PULSE.TN.GR10,Pulse production annual growth (percent),Pulses production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pulses, production"
QC.PRD.PULSE.TN.GR12,Pulse production annual growth (percent),Pulses production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pulses, production"
QC.RHRV.PULSE.HA.NO,Pulse harvested area (ha),Pulses harvested area,,ha,See 'Pulses' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1726,,,"pulses, production"
QC.RHRV.PULSE.HA.GR10,Pulse harvested area annual growth (percent),Pulses harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pulses, production"
QC.RHRV.PULSE.HA.GR12,Pulse harvested area annual growth (percent),Pulses harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pulses, production"
QC.YIELD.PULSE.HG.NO,Pulse yield (hg/ha),Pulses yield,,hg/ha,See 'Pulses' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1726,,,"pulses, production"
QC.YIELD.PULSE.HG.GR10,Pulse yield annual growth (percent),Pulses yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pulses, production"
QC.YIELD.PULSE.HG.GR12,Pulse yield annual growth (percent),Pulses yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pulses, production"
QC.PRD.RTTB.TN.NO,Root and tuber production (tonnes),Root and tuber crops production,,tonnes,See 'Root and tuber crops' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1720,,,"root and tuber crops, production"
QC.PRD.RTTB.TN.SHW,"Root and tuber production, share of world total",Root and tuber crops production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.PRD.RTTB.TN.SHP,Root and tuber production per capita(tonne/cap),Root and tuber crops production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.PRD.RTTB.TN.GR10,Root and tuber production annual growth (percent),Roots and tubers production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.PRD.RTTB.TN.GR12,Root and tuber production annual growth (percent),Roots and tubers production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.RHRV.RTTB.HA.NO,Root and tuber harvested area (ha),Roots and tubers harvested area,,ha,See 'Root and tuber crops' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1720,,,"root and tuber crops, production"
QC.RHRV.RTTB.HA.SHW,"Root and tuber  area, share of world area",Roots and tubers harvested area,,percent,,,"FAO, Statistics Division",processed,,,,,,"root and tuber crops, production"
QC.RHRV.RTTB.HA.SHL,"Root and tuber  area, share of agricultural land",Roots and tubers harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.RHRV.RTTB.HA.GR10,Root and tuber harvested area annual growth (percent),Roots and tubers harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.RHRV.RTTB.HA.GR12,Root and tuber harvested area annual growth (percent),Roots and tubers harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.YIELD.RTTB.HG.NO,Root and tuber yield (hg/ha),Roots and tubers yield,,hg/ha,See 'Root and tuber crops' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1720,,,"root and tuber crops, production"
QC.YIELD.RTTB.HG.GR10,Root and tuber yield annual growth (percent),Roots and tubers yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.YIELD.RTTB.HG.GR12,Root and tuber yield annual growth (percent),Roots and tubers yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"root and tuber crops, production"
QC.PRD.VEG.TN.NO,Vegetable production (tonnes),Vegetable production,,tonnes,"See 'Vegetable, including melons' and 'Crop production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1800,,,"vegetable, production"
QC.PRD.VEG.TN.SHW,"Vegetable production, share of world production",Vegetable production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.PRD.VEG.TN.SHP,"Vegetable production per capita, including melons (tonne/cap)",Vegetable production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.PRD.VEG.TN.GR10,Vegetable production annual growth (percent),Vegetables production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.PRD.VEG.TN.GR12,Vegetable production annual growth (percent),Vegetables production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.RHRV.VEG.HA.NO,Vegetable harvested area (ha),Vegetables harvested area,,ha,"See 'Vegetable, including melons' and 'Crop area'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1800,,,"vegetable, production"
QC.RHRV.VEG.HA.SHW,"Vegetable harvested area, share of world area (percent)",Vegetables harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.RHRV.VEG.HA.SHL,"Vegetable harvested area, share of agricultural area (percent)",Vegetables harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.RHRV.VEG.HA.GR10,Vegetable harvested area annual growth (percent),Vegetables harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.RHRV.VEG.HA.GR12,Vegetable harvested area annual growth (percent),Vegetables harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.YIELD.VEG.HG.NO,Vegetable yield (hg/ha),Vegetables yield,,hg/ha,"See 'Vegetable, including melons' and 'Crop yield'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1800,,,"vegetable, production"
QC.YIELD.VEG.HG.GR10,Vegetable yield annual growth (percent),Vegetables yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.YIELD.VEG.HG.GR12,Vegetable yield annual growth (percent),Vegetables yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"vegetable, production"
QC.PRD.SU.TN.NO,Sugar production (tonnes),Sugar production,,tonnes,See 'Sugar' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,157,,,"sugar, production"
QC.PRD.SU.TN.SHW,"Sugar production, share of world production (percent)",Sugar production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.PRD.SU.TN.SHP,Sugar production per capita (tonne/cap),Sugar production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.PRD.SU.TN.GR10,Sugar production annual growth (percent),Sugar production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.PRD.SU.TN.GR12,Sugar production annual growth (percent),Sugar production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.RHRV.SU.HA.NO,Sugar harvested area (ha),Sugar harvested area,,ha,See 'Sugar' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,157,,,"sugar, production"
QC.RHRV.SU.HA.SHW,"Sugar harvested area, share of world area (percent)",Sugar harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.RHRV.SU.HA.SHL,"Sugar harvested area, share of agricultural area (percent)",Sugar harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.RHRV.SU.HA.GR10,Sugar harvested area annual growth (percent),Sugar harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.RHRV.SU.HA.GR12,Sugar harvested area annual growth (percent),Sugar harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.YIELD.SU.HG.NO,Sugar yield (hg/ha),Sugar yield,,hg/ha,See 'Sugar' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,157,,,"sugar, production"
QC.YIELD.SU.HG.GR10,Sugar yield annual growth (percent),Sugar yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.YIELD.SU.HG.GR12,Sugar yield annual growth (percent),Sugar yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sugar, production"
QC.PRD.TN.TN.NO,Treenut production (tonnes),Treenuts production,,tonnes,See 'Treenuts' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1729,,,"treenuts, production"
QC.PRD.TN.TN.SHP,Treenut production per capita(tonne/cap),Treenuts production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"treenuts, production"
QC.PRD.TN.TN.GR10,Treenut production annual growth (percent),Treenuts production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"treenuts, production"
QC.PRD.TN.TN.GR12,Treenut production annual growth (percent),Treenuts production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"treenuts, production"
QC.RHRV.TN.HA.NO,Treenut harvested area (ha),Treenuts harvested area,,ha,See 'Treenuts' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1729,,,"treenuts, production"
QC.RHRV.TN.HA.GR10,Treenut harvested area annual growth (percent),Treenuts harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"treenuts, production"
QC.RHRV.TN.HA.GR12,Treenut harvested area annual growth (percent),Treenuts harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"treenuts, production"
QC.YIELD.TN.HG.NO,Treenut yield (hg/ha),Treenuts yield,,hg/ha,See 'Treenuts' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1729,,,"treenuts, production"
QC.YIELD.TN.HG.GR10,Treenut yield annual growth (percent),Treenuts yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"treenuts, production"
QC.YIELD.TN.HG.GR12,Treenut yield annual growth (percent),Treenuts yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"treenuts, production"
QC.PRD.FRU.TN.NO,"Fruit production, excluding melons (tonnes)",Fruit production,,tonnes,"See 'Fruit, excluding melons' and 'Crop production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1801,,,"fruit, production"
